#COD_MUNICIPIO_CADMU,NOME_MUNICIPIO,COD_MUNICIPIO_IBGE,COD_UF,NOME_UF,COD_UF_IBGE
45089,SANTA MARIA DO HERVAL,4316956,RS,RIO GRANDE DO SUL,43
48952,NOVA CANAÃ PAULISTA,3532843,SP,SÃO PAULO,35
29854,AIMORÉS,3101102,MG,MINAS GERAIS,31
19376,CAPELINHA,3112307,MG,MINAS GERAIS,31
40321,CRUZ ALTA,4306106,RS,RIO GRANDE DO SUL,43
4680,JUNQUEIRÓPOLIS,3526001,SP,SÃO PAULO,35
50414,PEDRAS DE MARIA DA CRUZ,3149150,MG,MINAS GERAIS,31
50191,PEROLÂNDIA,5216452,GO,GOIÁS,52
1030,MÂNCIO LIMA,1200336,AC,ACRE,12
9551,ATÍLIO VIVACQUA,3200706,ES,ESPÍRITO SANTO,32
6530,ESPÍRITO SANTO DO DOURADO,3124401,MG,MINAS GERAIS,31
14443,SÃO JOSÉ DOS PINHAIS,4125506,PR,PARANÁ,41
27760,MANHUMIRIM,3139508,MG,MINAS GERAIS,31
26888,ARACI,2902104,BA,BAHIA,29
32171,MAIRIPORÃ,3528502,SP,SÃO PAULO,35
22064,VOLTA GRANDE,3172103,MG,MINAS GERAIS,31
36342,JURUÁ,1302207,AM,AMAZONAS,13
36799,SÃO SIMÃO,5220405,GO,GOIÁS,52
24842,PEDRÃO,2924108,BA,BAHIA,29
32872,VILA BELA DA SANTÍSSIMA TRINDADE,5105507,MT,MATO GROSSO,51
51688,PICADA CAFÉ,4314423,RS,RIO GRANDE DO SUL,43
2266,SÃO SEBASTIÃO DO MARANHÃO,3164506,MG,MINAS GERAIS,31
17828,ORIXIMINÁ,1505304,PA,PARÁ,15
32023,SALGADINHO,2513000,PB,PARAÍBA,25
30252,UNIÃO PAULISTA,3555703,SP,SÃO PAULO,35
14168,CASA NOVA,2907202,BA,BAHIA,29
41100,JAURU,5105002,MT,MATO GROSSO,51
49511,BOMBINHAS,4202453,SC,SANTA CATARINA,42
57778,COQUEIRO BAIXO,4305835,RS,RIO GRANDE DO SUL,43
35848,FREDERICO WESTPHALEN,4308508,RS,RIO GRANDE DO SUL,43
41423,SANTANA DO SÃO FRANCISCO,2806404,SE,SERGIPE,28
8019,FELÍCIO DOS SANTOS,3125408,MG,MINAS GERAIS,31
12287,VITÓRIA DA CONQUISTA,2933307,BA,BAHIA,29
43342,TERRA DE AREIA,4321436,RS,RIO GRANDE DO SUL,43
37248,SÃO MARTINHO,4319109,RS,RIO GRANDE DO SUL,43
34351,RIBEIRÓPOLIS,2806008,SE,SERGIPE,28
9733,IÚNA,3203007,ES,ESPÍRITO SANTO,32
57943,TIO HUGO,4321469,RS,RIO GRANDE DO SUL,43
39765,BOCAINA DE MINAS,3107208,MG,MINAS GERAIS,31
3186,PIRAÍ DO SUL,4119400,PR,PARANÁ,41
3416,ANTONINA,4101200,PR,PARANÁ,41
31440,ITAPETINGA,2916401,BA,BAHIA,29
23214,TANGARÁ,2414001,RN,RIO GRANDE DO NORTE,24
8318,CHARQUEADA,3511706,SP,SÃO PAULO,35
35862,ERVAL SECO,4307302,RS,RIO GRANDE DO SUL,43
23393,BAÍA DA TRAIÇÃO,2501401,PB,PARAÍBA,25
7003,SALTO DO LONTRA,4123006,PR,PARANÁ,41
44059,SÃO VALÉRIO,1720499,TO,TOCANTINS,17
54135,COXILHA,4305975,RS,RIO GRANDE DO SUL,43
46961,CANDEIAS DO JAMARI,1100809,RO,RONDÔNIA,11
55062,CAMPO LARGO DO PIAUÍ,2202174,PI,PIAUÍ,22
29775,JIQUIRIÇÁ,2918209,BA,BAHIA,29
47348,BOQUEIRÃO DO PIAUÍ,2201945,PI,PIAUÍ,22
3069,PIRITIBA,2924801,BA,BAHIA,29
2857,SILVA JARDIM,3305604,RJ,RIO DE JANEIRO,33
24835,CEDRAL,2103109,MA,MARANHÃO,21
49559,CAPIVARI DE BAIXO,4203956,SC,SANTA CATARINA,42
19015,SÃO JOSÉ DA LAGOA TAPADA,2514206,PB,PARAÍBA,25
23812,CARANGOLA,3113305,MG,MINAS GERAIS,31
22710,ITAGUAÍ,3302007,RJ,RIO DE JANEIRO,33
44877,DEPUTADO IRAPUAN PINHEIRO,2304269,CE,CEARÁ,23
10722,PALMA,3146701,MG,MINAS GERAIS,31
10739,PARNAÍBA,2207702,PI,PIAUÍ,22
30599,CONGONHAL,3117900,MG,MINAS GERAIS,31
35549,PRESIDENTE GETÚLIO,4214003,SC,SANTA CATARINA,42
14553,CALÇOENE,1600204,AP,AMAPÁ,16
29737,RIOLÂNDIA,3544202,SP,SÃO PAULO,35
44736,BREJO GRANDE DO ARAGUAIA,1501758,PA,PARÁ,15
14326,SANTA AMÉLIA,4123105,PR,PARANÁ,41
54245,SAGRADA FAMÍLIA,4316428,RS,RIO GRANDE DO SUL,43
11996,PIRAÍ,3304003,RJ,RIO DE JANEIRO,33
5964,SILVEIRAS,3552007,SP,SÃO PAULO,35
50971,CAPIXABA,1200179,AC,ACRE,12
57345,SANTANA DO MARANHÃO,2110237,MA,MARANHÃO,21
6358,BOFETE,3506904,SP,SÃO PAULO,35
56944,LAJEADO NOVO,2105989,MA,MARANHÃO,21
31921,CANDEIAS,2906501,BA,BAHIA,29
49793,VARGEM,4219150,SC,SANTA CATARINA,42
38814,RIACHÃO DAS NEVES,2926202,BA,BAHIA,29
42996,PRIMAVERA DO LESTE,5107040,MT,MATO GROSSO,51
5191,SÃO JOSÉ DO BELMONTE,2613503,PE,PERNAMBUCO,26
26369,BORACÉIA,3507308,SP,SÃO PAULO,35
23881,CAPETINGA,3112406,MG,MINAS GERAIS,31
9496,ESPERANTINA,2203701,PI,PIAUÍ,22
18243,UTINGA,2932804,BA,BAHIA,29
17646,BONITO,1501600,PA,PARÁ,15
55330,PEDRO LAURENTINO,2207934,PI,PIAUÍ,22
55907,LAGOA DE SÃO FRANCISCO,2205573,PI,PIAUÍ,22
5184,MANOEL URBANO,1200344,AC,ACRE,12
55512,JIJOCA DE JERICOACOARA,2307254,CE,CEARÁ,23
28642,JATAIZINHO,4112702,PR,PARANÁ,41
31866,EXTREMOZ,2403608,RN,RIO GRANDE DO NORTE,24
37925,PALMITAL,4117800,PR,PARANÁ,41
56951,BELÁGUA,2101731,MA,MARANHÃO,21
44671,ALTO RIO NOVO,3200359,ES,ESPÍRITO SANTO,32
2510,TENENTE ANANIAS,2414100,RN,RIO GRANDE DO NORTE,24
4941,EXU,2605301,PE,PERNAMBUCO,26
41502,PALMARES DO SUL,4313656,RS,RIO GRANDE DO SUL,43
25360,MILAGRES,2308302,CE,CEARÁ,23
34021,CERRO LARGO,4305207,RS,RIO GRANDE DO SUL,43
36452,CAÉM,2905107,BA,BAHIA,29
31158,CRUCILÂNDIA,3120607,MG,MINAS GERAIS,31
14247,MATRIZ DE CAMARAGIBE,2705101,AL,ALAGOAS,27
5256,SÃO JOAQUIM DA BARRA,3549409,SP,SÃO PAULO,35
32188,SÃO JOSÉ DE RIBAMAR,2111201,MA,MARANHÃO,21
3870,MONTE ALEGRE,2407807,RN,RIO GRANDE DO NORTE,24
6561,ESTEIO,4307708,RS,RIO GRANDE DO SUL,43
57950,WESTFÁLIA,4323770,RS,RIO GRANDE DO SUL,43
14931,SANTA ALBERTINA,3545704,SP,SÃO PAULO,35
55134,FLORESTA DO PIAUÍ,2203859,PI,PIAUÍ,22
8758,DOIS IRMÃOS DO TOCANTINS,1707207,TO,TOCANTINS,17
14230,PALMITOS,4212106,SC,SANTA CATARINA,42
44891,IBICUITINGA,2305332,CE,CEARÁ,23
8129,FEIRA GRANDE,2702603,AL,ALAGOAS,27
44286,BARÃO,4301651,RS,RIO GRANDE DO SUL,43
48804,BURITICUPU,2102325,MA,MARANHÃO,21
35398,DOIS IRMÃOS,4306403,RS,RIO GRANDE DO SUL,43
44664,ÁGUIA BRANCA,3200136,ES,ESPÍRITO SANTO,32
53349,MIRAVÂNIA,3142254,MG,MINAS GERAIS,31
5036,TAGUATINGA,1720903,TO,TOCANTINS,17
9104,NOVA FRIBURGO,3303401,RJ,RIO DE JANEIRO,33
32913,BANDEIRA DO SUL,3105301,MG,MINAS GERAIS,31
33273,SÃO GERALDO DA PIEDADE,3161601,MG,MINAS GERAIS,31
7986,BELÉM DE MARIA,2601508,PE,PERNAMBUCO,26
45216,TRINDADE DO SUL,4321956,RS,RIO GRANDE DO SUL,43
1580,RANCHARIA,3542206,SP,SÃO PAULO,35
45584,PROGRESSO,4315156,RS,RIO GRANDE DO SUL,43
49803,VARGEM BONITA,4219176,SC,SANTA CATARINA,42
54623,ZORTÉA,4219853,SC,SANTA CATARINA,42
38924,PIRANGUÇU,3150901,MG,MINAS GERAIS,31
4886,MULUNGU,2309102,CE,CEARÁ,23
37516,SANTA FILOMENA,2209203,PI,PIAUÍ,22
42989,NOVO HORIZONTE DO NORTE,5106273,MT,MATO GROSSO,51
28549,PATOS DE MINAS,3148004,MG,MINAS GERAIS,31
4965,JAÚ,3525300,SP,SÃO PAULO,35
7302,CARMÉSIA,3113800,MG,MINAS GERAIS,31
51846,SÃO SALVADOR DO TOCANTINS,1720259,TO,TOCANTINS,17
41162,TEUTÔNIA,4321451,RS,RIO GRANDE DO SUL,43
19905,JATAÍ,5211909,GO,GOIÁS,52
57125,FEIRA NOVA DO MARANHÃO,2104073,MA,MARANHÃO,21
42635,PINTADAS,2924652,BA,BAHIA,29
33170,SALTO DA DIVISA,3157104,MG,MINAS GERAIS,31
6107,ILHOTA,4207106,SC,SANTA CATARINA,42
11233,CÁSSIA DOS COQUEIROS,3510906,SP,SÃO PAULO,35
39655,CORRENTE,2202901,PI,PIAUÍ,22
19819,SÃO VICENTE FERRER,2111706,MA,MARANHÃO,21
35446,MORENO,2609402,PE,PERNAMBUCO,26
38106,ICONHA,3202603,ES,ESPÍRITO SANTO,32
10399,CARIDADE,2303006,CE,CEARÁ,23
14175,PALMEIRINA,2610103,PE,PERNAMBUCO,26
17543,TOBIAS BARRETO,2807402,SE,SERGIPE,28
11491,SERRANÓPOLIS,5220504,GO,GOIÁS,52
43995,SANTA FÉ DE GOIÁS,5219258,GO,GOIÁS,52
41430,BOM PRINCÍPIO,4302352,RS,RIO GRANDE DO SUL,43
49140,TAQUARIVAÍ,3553856,SP,SÃO PAULO,35
42817,NOVA OLÍMPIA,5106232,MT,MATO GROSSO,51
30568,CORAÇÃO DE JESUS,3118809,MG,MINAS GERAIS,31
49401,SÃO JOSÉ DA LAPA,3162955,MG,MINAS GERAIS,31
7876,IBIMIRIM,2606606,PE,PERNAMBUCO,26
35697,BRASILÉIA,1200104,AC,ACRE,12
41454,CORREIA PINTO,4204558,SC,SANTA CATARINA,42
52254,BARRA FUNDA,4301958,RS,RIO GRANDE DO SUL,43
50256,DURANDÉ,3123528,MG,MINAS GERAIS,31
47056,SERINGUEIRAS,1101500,RO,RONDÔNIA,11
33967,MENDES,3302809,RJ,RIO DE JANEIRO,33
8198,PEDRA GRANDE,2409506,RN,RIO GRANDE DO NORTE,24
11745,TELHA,2807303,SE,SERGIPE,28
3667,MONTEIRO LOBATO,3531704,SP,SÃO PAULO,35
20619,FERNANDO PRESTES,3515608,SP,SÃO PAULO,35
6468,PRESIDENTE KENNEDY,3204302,ES,ESPÍRITO SANTO,32
5823,AFRÂNIO,2600203,PE,PERNAMBUCO,26
6396,IRAQUARA,2914406,BA,BAHIA,29
31505,ITUMBIARA,5211503,GO,GOIÁS,52
14814,MALHADA DOS BOIS,2803807,SE,SERGIPE,28
15088,SÃO PEDRO DO SUL,4319406,RS,RIO GRANDE DO SUL,43
38364,VERA CRUZ,3556602,SP,SÃO PAULO,35
7436,SANTA LUZIA DO ITANHY,2806305,SE,SERGIPE,28
50809,AREAL,3300225,RJ,RIO DE JANEIRO,33
49229,LAGUNA CARAPÃ,5005251,MS,MATO GROSSO DO SUL,50
9056,CORTÊS,2604809,PE,PERNAMBUCO,26
4855,GUAPÓ,5209200,GO,GOIÁS,52
27203,TUCURUÍ,1508100,PA,PARÁ,15
38371,SEABRA,2929909,BA,BAHIA,29
38120,PETROLINA,2611101,PE,PERNAMBUCO,26
11769,SERRA AZUL DE MINAS,3166501,MG,MINAS GERAIS,31
10997,MARIALVA,4114807,PR,PARANÁ,41
29500,ÁGUAS DE SANTA BÁRBARA,3500550,SP,SÃO PAULO,35
44932,VANINI,4322558,RS,RIO GRANDE DO SUL,43
51602,NOVA MARINGÁ,5108907,MT,MATO GROSSO,51
56683,PARECIS,1101450,RO,RONDÔNIA,11
28570,SANTA BRÍGIDA,2927606,BA,BAHIA,29
22332,ARINOS,3104502,MG,MINAS GERAIS,31
35343,MOIPORÁ,5213400,GO,GOIÁS,52
44482,NOVA MUTUM,5106224,MT,MATO GROSSO,51
44743,GARRAFÃO DO NORTE,1503077,PA,PARÁ,15
34447,VITÓRIA DO MEARIM,2112902,MA,MARANHÃO,21
43476,OCARA,2309458,CE,CEARÁ,23
53428,NOVORIZONTE,3145372,MG,MINAS GERAIS,31
43957,PEQUIZEIRO,1716653,TO,TOCANTINS,17
41667,CAMARAGIBE,2603454,PE,PERNAMBUCO,26
22796,JUIZ DE FORA,3136702,MG,MINAS GERAIS,31
25391,RIBAS DO RIO PARDO,5007109,MS,MATO GROSSO DO SUL,50
3447,INDIANÓPOLIS,4110409,PR,PARANÁ,41
33572,JABORÁ,4208609,SC,SANTA CATARINA,42
32597,CARIÚS,2303303,CE,CEARÁ,23
57194,GUARIBAS,2204550,PI,PIAUÍ,22
39473,BOM RETIRO,4202602,SC,SANTA CATARINA,42
30977,PRESIDENTE CASTELO BRANCO,4120408,PR,PARANÁ,41
30685,SOROCABA,3552205,SP,SÃO PAULO,35
42745,BRASILIA (SOBRADINHO)                 ,,DF,DISTRITO FEDERAL,53
50005,ITAPERUÇU,4111258,PR,PARANÁ,41
23197,SANTA QUITÉRIA DO MARANHÃO,2110104,MA,MARANHÃO,21
13781,OURICURI,2609907,PE,PERNAMBUCO,26
49669,NOVO HORIZONTE,4211652,SC,SANTA CATARINA,42
5720,DEMERVAL LOBÃO,2203305,PI,PIAUÍ,22
51451,NOVA BANDEIRANTES,5106158,MT,MATO GROSSO,51
52429,GRAMADO DOS LOUREIROS,4309126,RS,RIO GRANDE DO SUL,43
12490,INHANGAPI,1503408,PA,PARÁ,15
40266,ARARI,2101004,MA,MARANHÃO,21
36878,SÃO BENTO,2513901,PB,PARAÍBA,25
32229,MATÃO,3529302,SP,SÃO PAULO,35
27681,SANTO ANTÔNIO DO SUDOESTE,4124400,PR,PARANÁ,41
51853,TIRADENTES DO SUL,4321477,RS,RIO GRANDE DO SUL,43
27980,SANTANA DO MUNDAÚ,2708105,AL,ALAGOAS,27
5933,RIO REAL,2927002,BA,BAHIA,29
49456,ARABUTÃ,4201273,SC,SANTA CATARINA,42
35295,BOA VISTA,1400100,RR,RORAIMA,14
39954,TOCANTINS,3169000,MG,MINAS GERAIS,31
9018,NOVA LIMA,3144805,MG,MINAS GERAIS,31
51509,CONFRESA,5103353,MT,MATO GROSSO,51
12122,DIVINO,3122009,MG,MINAS GERAIS,31
56377,MAJOR SALES,2407252,RN,RIO GRANDE DO NORTE,24
16173,BENTO DE ABREU,3506201,SP,SÃO PAULO,35
48990,CAMPINA DO MONTE ALEGRE,3509452,SP,SÃO PAULO,35
15844,SEVERIANO MELO,2413607,RN,RIO GRANDE DO NORTE,24
56126,CATURITÉ,2504355,PB,PARAÍBA,25
16403,MINEIROS DO TIETÊ,3529807,SP,SÃO PAULO,35
10210,SANTA TERESINHA,2513802,PB,PARAÍBA,25
56133,COXIXOLA,2504850,PB,PARAÍBA,25
57730,BOA VISTA DO INCRA,4302238,RS,RIO GRANDE DO SUL,43
40761,PONTES E LACERDA,5106752,MT,MATO GROSSO,51
51554,NOVA MONTE VERDE,5108956,MT,MATO GROSSO,51
31550,QUATIGUÁ,4120705,PR,PARANÁ,41
3258,ALTO PIQUIRI,4100707,PR,PARANÁ,41
35556,BREJO DOS SANTOS,2502904,PB,PARAÍBA,25
6138,ANGICAL DO PIAUÍ,2200608,PI,PIAUÍ,22
20585,SENADOR JOSÉ BENTO,3165800,MG,MINAS GERAIS,31
8985,BOTELHOS,3108404,MG,MINAS GERAIS,31
31684,QUIJINGUE,2925907,BA,BAHIA,29
7405,SÃO SEBASTIÃO DA BOA VISTA,1507706,PA,PARÁ,15
1762,MACURURÉ,2919900,BA,BAHIA,29
32391,JAICÓS,2205201,PI,PIAUÍ,22
40307,BRAGANÇA PAULISTA,3507605,SP,SÃO PAULO,35
38948,JI-PARANÁ,1100122,RO,RONDÔNIA,11
18195,ITIÚBA,2917003,BA,BAHIA,29
3320,UMUARAMA,4128104,PR,PARANÁ,41
24880,SEBASTIANÓPOLIS DO SUL,3551306,SP,SÃO PAULO,35
54252,SALVADOR DAS MISSÕES,4316477,RS,RIO GRANDE DO SUL,43
14993,CARANAÍBA,3113107,MG,MINAS GERAIS,31
16393,MIGUEL LEÃO,2206308,PI,PIAUÍ,22
17794,CRUZETA,2403004,RN,RIO GRANDE DO NORTE,24
39734,DORESÓPOLIS,3123403,MG,MINAS GERAIS,31
8480,SIMPLÍCIO MENDES,2210805,PI,PIAUÍ,22
18463,GUAPIRAMA,4109005,PR,PARANÁ,41
16276,AGUANIL,3100807,MG,MINAS GERAIS,31
13482,ORÓS,2309508,CE,CEARÁ,23
5878,SÍTIO D'ABADIA,5220702,GO,GOIÁS,52
36115,GUARULHOS,3518800,SP,SÃO PAULO,35
38357,SEVERÍNIA,3551900,SP,SÃO PAULO,35
35240,ROCHEDO DE MINAS,3156205,MG,MINAS GERAIS,31
13516,BRODOWSKI,3507803,SP,SÃO PAULO,35
54692,NOVO MUNDO,5106265,MT,MATO GROSSO,51
57596,SATUBINHA,2111722,MA,MARANHÃO,21
42219,CEREJEIRAS,1100056,RO,RONDÔNIA,11
51011,JUCATI,2608255,PE,PERNAMBUCO,26
12177,VICTOR GRAEFF,4323200,RS,RIO GRANDE DO SUL,43
49951,SÃO LOURENÇO DO PIAUÍ,2210359,PI,PIAUÍ,22
46772,BRASILÂNDIA DO TOCANTINS,1703602,TO,TOCANTINS,17
45292,ENTRE-IJUÍS,4306932,RS,RIO GRANDE DO SUL,43
38649,LIMOEIRO DO AJURU,1504000,PA,PARÁ,15
22576,ESPÍRITO SANTO DO PINHAL,3515186,SP,SÃO PAULO,35
41980,TABATINGA,1304062,AM,AMAZONAS,13
8772,MONTENEGRO,4312401,RS,RIO GRANDE DO SUL,43
53978,CARLOS GOMES,4304853,RS,RIO GRANDE DO SUL,43
28659,SALINAS,3157005,MG,MINAS GERAIS,31
11611,SERRA DA RAIZ,2515609,PB,PARAÍBA,25
34461,NÍSIA FLORESTA,2408201,RN,RIO GRANDE DO NORTE,24
27870,TAPEJARA,4126801,PR,PARANÁ,41
25896,BOM JARDIM DA SERRA,4202503,SC,SANTA CATARINA,42
28635,SÃO FÉLIX,2929008,BA,BAHIA,29
31828,TURMALINA,3169703,MG,MINAS GERAIS,31
2826,RIO DO CAMPO,4214508,SC,SANTA CATARINA,42
16458,PILAR,2706901,AL,ALAGOAS,27
43665,ADELÂNDIA,5200159,GO,GOIÁS,52
25016,ÁGUAS BELAS,2600500,PE,PERNAMBUCO,26
32102,DIVINÓPOLIS DE GOIÁS,5208301,GO,GOIÁS,52
26596,CRUZEIRO DO SUL,4106704,PR,PARANÁ,41
53600,SANTA HELENA DE MINAS,3157658,MG,MINAS GERAIS,31
42044,ITAMARATI,1301951,AM,AMAZONAS,13
15105,MAZAGÃO,1600402,AP,AMAPÁ,16
22112,IPEÚNA,3521101,SP,SÃO PAULO,35
5524,GARIBALDI,4308607,RS,RIO GRANDE DO SUL,43
55488,VERA MENDES,2211506,PI,PIAUÍ,22
17718,APIAÍ,3502705,SP,SÃO PAULO,35
3461,UNA,2932507,BA,BAHIA,29
19053,PATROCÍNIO PAULISTA,3536307,SP,SÃO PAULO,35
36603,MAUÁ,3529401,SP,SÃO PAULO,35
32061,LAMBARI,3137809,MG,MINAS GERAIS,31
45656,RIOZINHO,4315750,RS,RIO GRANDE DO SUL,43
3014,MIGUEL CALMON,2921203,BA,BAHIA,29
22253,ERVÁLIA,3124005,MG,MINAS GERAIS,31
56023,PONTO BELO,3204252,ES,ESPÍRITO SANTO,32
1786,CAPITÓLIO,3112802,MG,MINAS GERAIS,31
22497,ESTÂNCIA,2802106,SE,SERGIPE,28
40228,TRAIPU,2709202,AL,ALAGOAS,27
17684,IPIAÚ,2913903,BA,BAHIA,29
29823,RIACHUELO,2805901,SE,SERGIPE,28
5854,PIRACANJUBA,5217104,GO,GOIÁS,52
53435,OLHOS-D'ÁGUA,3145455,MG,MINAS GERAIS,31
22019,JOAQUIM GOMES,2703809,AL,ALAGOAS,27
50847,PORTO ACRE,1200807,AC,ACRE,12
21663,CORONEL FABRICIANO,3119401,MG,MINAS GERAIS,31
58052,SANTO ANTÔNIO DO LESTE,5107792,MT,MATO GROSSO,51
7065,SANTANA DOS GARROTES,2513604,PB,PARAÍBA,25
54018,JUMIRIM,3525854,SP,SÃO PAULO,35
21443,NOVA PRATA,4313300,RS,RIO GRANDE DO SUL,43
53545,REDUTO,3154150,MG,MINAS GERAIS,31
15882,PEDREIRA,3537107,SP,SÃO PAULO,35
30489,MONTE APRAZÍVEL,3531407,SP,SÃO PAULO,35
53325,MÁRIO CAMPOS,3140159,MG,MINAS GERAIS,31
54434,BOM JESUS DO OESTE,4202578,SC,SANTA CATARINA,42
9087,JOÃO PESSOA,2507507,PB,PARAÍBA,25
36919,SÃO JOSÉ DO CERRITO,4216800,SC,SANTA CATARINA,42
34935,NOVA LUZITÂNIA,3533304,SP,SÃO PAULO,35
31639,GUIDOVAL,3128808,MG,MINAS GERAIS,31
13633,ITATIAIUÇU,3133709,MG,MINAS GERAIS,31
26675,CRISTIANO OTONI,3120409,MG,MINAS GERAIS,31
22325,FRECHEIRINHA,2304509,CE,CEARÁ,23
55419,SÃO JOÃO DO ARRAIAL,2209971,PI,PIAUÍ,22
23104,CANDIBA,2906600,BA,BAHIA,29
46789,PALMEIRANTE,1715705,TO,TOCANTINS,17
5160,CAMOCIM,2302602,CE,CEARÁ,23
17639,MOZARLÂNDIA,5214002,GO,GOIÁS,52
8064,SÃO GONÇALO DO RIO PRETO,3125507,MG,MINAS GERAIS,31
55110,COCAL DOS ALVES,2202729,PI,PIAUÍ,22
5672,PEDRANÓPOLIS,3536901,SP,SÃO PAULO,35
1102,SANTA LUZIA,2513406,PB,PARAÍBA,25
22909,DUAS BARRAS,3301603,RJ,RIO DE JANEIRO,33
32614,CANAÃ,3111705,MG,MINAS GERAIS,31
2321,CAJOBI,3509304,SP,SÃO PAULO,35
23135,SANTO ANTÔNIO,2411502,RN,RIO GRANDE DO NORTE,24
33369,BANANAL,3504909,SP,SÃO PAULO,35
41306,PRESIDENTE MÉDICI,1100254,RO,RONDÔNIA,11
11958,IGARASSU,2606804,PE,PERNAMBUCO,26
52711,ALTO CAPARAÓ,3102050,MG,MINAS GERAIS,31
43421,GRAÇA,2304657,CE,CEARÁ,23
27447,PAULISTA,2610707,PE,PERNAMBUCO,26
40455,ITAPECURU MIRIM,2105401,MA,MARANHÃO,21
27942,TAIÓ,4217808,SC,SANTA CATARINA,42
1418,CAMBÉ,4103701,PR,PARANÁ,41
19716,BARRACÃO,4301800,RS,RIO GRANDE DO SUL,43
50452,SÃO JOÃO DO MANHUAÇU,3162559,MG,MINAS GERAIS,31
55598,CARAÁ,4304713,RS,RIO GRANDE DO SUL,43
56391,RIO DO FOGO,2408953,RN,RIO GRANDE DO NORTE,24
3557,CORIBE,2909109,BA,BAHIA,29
41234,ESPIGÃO D'OESTE,1100098,RO,RONDÔNIA,11
21522,GOVERNADOR DIX-SEPT ROSADO,2404309,RN,RIO GRANDE DO NORTE,24
55897,JUAZEIRO DO PIAUÍ,2205516,PI,PIAUÍ,22
18669,CARINHANHA,2907103,BA,BAHIA,29
36641,JANDAÍRA,2405108,RN,RIO GRANDE DO NORTE,24
27416,RAFAEL FERNANDES,2410504,RN,RIO GRANDE DO NORTE,24
15057,CAMPO DO MEIO,3111309,MG,MINAS GERAIS,31
6114,GLICÉRIO,3517109,SP,SÃO PAULO,35
20877,PIRANGI,3539004,SP,SÃO PAULO,35
45474,SERRA ALTA,4217550,SC,SANTA CATARINA,42
41928,AMATURÁ,1300060,AM,AMAZONAS,13
33819,SERRA BRANCA,2515500,PB,PARAÍBA,25
24048,BAMBUÍ,3105103,MG,MINAS GERAIS,31
47063,CACHOEIRINHA,1703826,TO,TOCANTINS,17
22624,ITINGA,3134004,MG,MINAS GERAIS,31
48598,SÃO JOSÉ DOS RAMOS,2514453,PB,PARAÍBA,25
28587,SANTA MARGARIDA,3157906,MG,MINAS GERAIS,31
13729,ITABAIANA,2506905,PB,PARAÍBA,25
53820,VEREDINHA,3171071,MG,MINAS GERAIS,31
15497,TAQUARAÇU DE MINAS,3168309,MG,MINAS GERAIS,31
10519,SÃO FRANCISCO,3549003,SP,SÃO PAULO,35
50885,BREU BRANCO,1501782,PA,PARÁ,15
21481,CORAÇÃO DE MARIA,2908903,BA,BAHIA,29
44279,CORUMBATAÍ DO SUL,4106555,PR,PARANÁ,41
47386,CARIDADE DO PIAUÍ,2202554,PI,PIAUÍ,22
4958,MATA,4312104,RS,RIO GRANDE DO SUL,43
22545,ISRAELÂNDIA,5210307,GO,GOIÁS,52
39514,GOUVEIA,3127602,MG,MINAS GERAIS,31
50036,PITANGUEIRAS,4119657,PR,PARANÁ,41
33503,PARELHAS,2408904,RN,RIO GRANDE DO NORTE,24
4336,GRAVATÁ,2606408,PE,PERNAMBUCO,26
10478,MALHADA,2920205,BA,BAHIA,29
7618,NATIVIDADE,3303104,RJ,RIO DE JANEIRO,33
44901,MIRAÍMA,2308377,CE,CEARÁ,23
30207,ANTÔNIO CARLOS,3102902,MG,MINAS GERAIS,31
46600,PALMEIRAS DO TOCANTINS,1713809,TO,TOCANTINS,17
13877,GUARANI,3128402,MG,MINAS GERAIS,31
22239,FRANCISCO SÁ,3126703,MG,MINAS GERAIS,31
9348,ARAGUAINHA,5101209,MT,MATO GROSSO,51
50816,JAPORÃ,5004809,MS,MATO GROSSO DO SUL,50
51774,CARRASCO BONITO,1703891,TO,TOCANTINS,17
25346,PIRACEMA,3150604,MG,MINAS GERAIS,31
37523,SANTA TEREZINHA,2928505,BA,BAHIA,29
46693,NOVO JARDIM,1715259,TO,TOCANTINS,17
36483,PALMARES,2610004,PE,PERNAMBUCO,26
26194,NOVA ANDRADINA,5006200,MS,MATO GROSSO DO SUL,50
34777,ANTAS,2901601,BA,BAHIA,29
41193,AÇAILÂNDIA,2100055,MA,MARANHÃO,21
15428,JAPIRA,4112306,PR,PARANÁ,41
19211,CAMPOS SALES,2302701,CE,CEARÁ,23
39947,DOLCINÓPOLIS,3514205,SP,SÃO PAULO,35
2345,SÃO JOSÉ DO CALÇADO,3204807,ES,ESPÍRITO SANTO,32
40558,MUANÁ,1504901,PA,PARÁ,15
12610,PONTE ALTA DO BOM JESUS,1717800,TO,TOCANTINS,17
29562,PINDORAMA DO TOCANTINS,1717008,TO,TOCANTINS,17
51073,QUIXABA,2611533,PE,PERNAMBUCO,26
5957,VIAMÃO,4323002,RS,RIO GRANDE DO SUL,43
32944,PARAGUAÇU,3147204,MG,MINAS GERAIS,31
43847,ITAGUARI,5210562,GO,GOIÁS,52
38876,OIAPOQUE,1600501,AP,AMAPÁ,16
37860,PASSA E FICA,2409100,RN,RIO GRANDE DO NORTE,24
31880,BARRA DOS COQUEIROS,2800605,SE,SERGIPE,28
18281,RUY BARBOSA,2411106,RN,RIO GRANDE DO NORTE,24
54520,IBIAM,4206751,SC,SANTA CATARINA,42
